city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Atascadero,Atascadero,CA,California,6079,San Luis Obispo,35.4827,-120.6858,30075,445,polygon,False,True,America/Los_Angeles,3,93422 93423,1840019126
Walnut,Walnut,CA,California,6037,Los Angeles,34.0334,-117.8593,29685,1274,polygon,False,True,America/Los_Angeles,3,91789 91788,1840021875
Suisun City,Suisun City,CA,California,6095,Solano,38.2473,-122.009,29663,2820,polygon,False,True,America/Los_Angeles,2,94585,1840028115
Ukiah,Ukiah,CA,California,6045,Mendocino,39.1463,-123.2105,29561,1290,polygon,False,True,America/Los_Angeles,3,95482 95418,1840021420
Atwater,Atwater,CA,California,6047,Merced,37.3543,-120.5981,29559,1873,polygon,False,True,America/Los_Angeles,3,95301,1840018934
East Palo Alto,East Palo Alto,CA,California,6081,San Mateo,37.4671,-122.1352,29314,4489,polygon,False,True,America/Los_Angeles,2,94303,1840020301
Wasco,Wasco,CA,California,6029,Kern,35.5938,-119.3671,28710,1180,polygon,False,True,America/Los_Angeles,3,93280,1840021738
Vineyard,Vineyard,CA,California,6067,Sacramento,38.4744,-121.319,28386,637,polygon,False,False,America/Los_Angeles,3,95830 95829,1840018846
Benicia,Benicia,CA,California,6095,Solano,38.0725,-122.1525,28240,849,polygon,False,True,America/Los_Angeles,3,94510,1840018858
Monterey,Monterey,CA,California,6053,Monterey,36.5922,-121.8807,28178,1259,polygon,False,True,America/Los_Angeles,3,93943 93940 93944,1840020358
Sonora,Sonora,CA,California,6109,Tuolumne,37.9819,-120.3828,28035,593,polygon,False,True,America/Los_Angeles,3,95370,1840021511
Galt,Galt,CA,California,6067,Sacramento,38.2693,-121.3,27954,1505,polygon,False,True,America/Los_Angeles,3,95632,1840020247
Sanger,Sanger,CA,California,6019,Fresno,36.699,-119.5575,27777,1697,polygon,False,True,America/Los_Angeles,3,93657,1840021566
Isla Vista,Isla Vista,CA,California,6083,Santa Barbara,34.4144,-119.8581,27707,5782,polygon,False,False,America/Los_Angeles,2,93117 93107,1840017887
Temescal Valley,Temescal Valley,CA,California,6065,Riverside,33.7581,-117.4677,27630,551,polygon,False,True,America/Los_Angeles,3,92883,1840043023
Imperial Beach,Imperial Beach,CA,California,6073,San Diego,32.5689,-117.1184,27440,2464,polygon,False,True,America/Los_Angeles,2,92154 91932 91933,1840019353
Ladera Ranch,Ladera Ranch,CA,California,6059,Orange,33.5491,-117.6416,27277,2143,polygon,False,False,America/Los_Angeles,2,92694,1840028333
Windsor,Windsor,CA,California,6097,Sonoma,38.5417,-122.8086,27128,1440,polygon,False,True,America/Los_Angeles,3,95492,1840022484
Maywood,Maywood,CA,California,6037,Los Angeles,33.9885,-118.1877,26973,8837,polygon,False,True,America/Los_Angeles,2,90270,1840020497
Belmont,Belmont,CA,California,6081,San Mateo,37.5154,-122.2955,26941,2244,polygon,False,True,America/Los_Angeles,2,94002,1840018924
Lemon Grove,Lemon Grove,CA,California,6073,San Diego,32.7331,-117.0344,26811,2668,polygon,False,True,America/Los_Angeles,2,91945 91946,1840020621
Lemoore,Lemoore,CA,California,6031,Kings,36.2949,-119.7983,26725,1170,polygon,False,True,America/Los_Angeles,3,93245,1840020383
West Whittier-Los Nietos,West Whittier-Los Nietos,CA,California,6037,Los Angeles,33.9759,-118.0689,26654,4085,polygon,False,True,America/Los_Angeles,2,90606,1840074745
Lafayette,Lafayette,CA,California,6013,Contra Costa,37.8919,-122.1189,26638,683,polygon,False,True,America/Los_Angeles,3,94549,1840020284
Norco,Norco,CA,California,6065,Riverside,33.9252,-117.5499,26604,742,polygon,False,True,America/Los_Angeles,3,92860,1840020554
Brawley,Brawley,CA,California,6025,Imperial,32.9783,-115.5287,26309,1247,polygon,False,True,America/Los_Angeles,3,92227,1840019378
Hercules,Hercules,CA,California,6013,Contra Costa,38.0064,-122.2564,26276,1582,polygon,False,True,America/Los_Angeles,3,94547 94553,1840020276
Soledad,Soledad,CA,California,6053,Monterey,36.4432,-121.3426,26207,2240,polygon,False,True,America/Los_Angeles,2,93960,1840021635
Twentynine Palms,Twentynine Palms,CA,California,6071,San Bernardino,34.1478,-116.0659,26073,171,polygon,False,True,America/Los_Angeles,3,92277 92278,1840021729
Bay Point,Bay Point,CA,California,6013,Contra Costa,38.0329,-121.9614,25808,1544,polygon,False,False,America/Los_Angeles,3,94565,1840028316
San Lorenzo,San Lorenzo,CA,California,6001,Alameda,37.6737,-122.1349,25569,3557,polygon,False,False,America/Los_Angeles,2,94541 94580,1840018912
El Cerrito,El Cerrito,CA,California,6013,Contra Costa,37.9197,-122.3025,25508,2693,polygon,False,True,America/Los_Angeles,2,94530,1840020275
South Pasadena,South Pasadena,CA,California,6037,Los Angeles,34.1103,-118.1573,25329,2870,polygon,False,True,America/Los_Angeles,2,91030 91031,1840021871
Yucca Valley,Yucca Valley,CA,California,6071,San Bernardino,34.1234,-116.4216,25042,211,polygon,False,True,America/Los_Angeles,3,92284,1840022726
Riverbank,Riverbank,CA,California,6099,Stanislaus,37.7268,-120.9402,24881,2372,polygon,False,True,America/Los_Angeles,2,95367,1840020286
North Tustin,North Tustin,CA,California,6059,Orange,33.7644,-117.7945,24705,1442,polygon,False,False,America/Los_Angeles,3,92780 92705 92711,1840019319
Lathrop,Lathrop,CA,California,6077,San Joaquin,37.809,-121.3131,24483,476,polygon,False,True,America/Los_Angeles,3,95330 95231,1840020266
Loma Linda,Loma Linda,CA,California,6071,San Bernardino,34.0451,-117.2498,24482,1234,polygon,False,True,America/Los_Angeles,3,92354 92324 92373 92318 92350 92357,1840020406
Dinuba,Dinuba,CA,California,6107,Tulare,36.5453,-119.3987,24461,1450,polygon,False,True,America/Los_Angeles,3,93618,1840019044
Ashland,Ashland,CA,California,6001,Alameda,37.6942,-122.1159,24430,5132,polygon,False,False,America/Los_Angeles,2,94541 94580 94578,1840017619
San Fernando,San Fernando,CA,California,6037,Los Angeles,34.2886,-118.4363,24322,3955,polygon,False,True,America/Los_Angeles,2,91340 91341,1840021861
Seal Beach,Seal Beach,CA,California,6059,Orange,33.7542,-118.0714,23896,818,polygon,False,True,America/Los_Angeles,3,92649 90743 90740,1840021965
Calabasas,Calabasas,CA,California,6037,Los Angeles,34.1375,-118.6689,23853,673,polygon,False,True,America/Los_Angeles,3,91302 91372,1840019234
Coronado,Coronado,CA,California,6073,San Diego,32.664,-117.16,23731,1149,polygon,False,True,America/Los_Angeles,3,92155 92135 92118 92178,1840019354
Valinda,Valinda,CA,California,6037,Los Angeles,34.0401,-117.93,23705,4544,polygon,False,False,America/Los_Angeles,2,91744,1840019213
Half Moon Bay,Half Moon Bay,CA,California,6081,San Mateo,37.4688,-122.4383,23653,776,polygon,False,True,America/Los_Angeles,3,94019,1840020303
Rosemont,Rosemont,CA,California,6067,Sacramento,38.5477,-121.3553,23602,2084,polygon,False,False,America/Los_Angeles,2,95827 95826,1840018844
Oakdale,Oakdale,CA,California,6099,Stanislaus,37.7616,-120.847,23596,1473,polygon,False,True,America/Los_Angeles,3,95361,1840020289
Cudahy,Cudahy,CA,California,6037,Los Angeles,33.9631,-118.183,23569,7739,polygon,False,True,America/Los_Angeles,2,90201 90096,1840019242
Winter Gardens,Winter Gardens,CA,California,6073,San Diego,32.8376,-116.9268,23545,2056,polygon,False,False,America/Los_Angeles,2,92021 92040,1840019351
West Puente Valley,West Puente Valley,CA,California,6037,Los Angeles,34.0512,-117.9681,23382,4829,polygon,False,False,America/Los_Angeles,2,91746 91744,1840028409
Granite Bay,Granite Bay,CA,California,6061,Placer,38.7601,-121.1714,23183,416,polygon,False,False,America/Los_Angeles,3,95746 95650,1840017559
Patterson,Patterson,CA,California,6099,Stanislaus,37.4758,-121.1535,22930,1115,polygon,False,True,America/Los_Angeles,3,95363,1840020290
West Rancho Dominguez,West Rancho Dominguez,CA,California,6037,Los Angeles,33.9057,-118.2682,22901,2225,polygon,False,False,America/Los_Angeles,2,90248 90061 90059 90220,1840028406
Laguna Beach,Laguna Beach,CA,California,6059,Orange,33.5448,-117.7612,22827,991,polygon,False,True,America/Los_Angeles,3,92651 92652,1840020587
Willowbrook,Willowbrook,CA,California,6037,Los Angeles,33.9199,-118.2362,22811,5694,polygon,False,False,America/Los_Angeles,2,90059 90222,1840019220
Marina,Marina,CA,California,6053,Monterey,36.6812,-121.7895,22781,989,polygon,False,True,America/Los_Angeles,3,93933,1840020357
Corcoran,Corcoran,CA,California,6031,Kings,36.0839,-119.561,22581,1150,polygon,False,True,America/Los_Angeles,3,93212,1840019056
Millbrae,Millbrae,CA,California,6081,San Mateo,37.5994,-122.4023,22394,2659,polygon,False,True,America/Los_Angeles,2,94030,1840020306
Arvin,Arvin,CA,California,6029,Kern,35.1944,-118.8306,22155,1750,polygon,False,True,America/Los_Angeles,3,93203,1840019147
West Carson,West Carson,CA,California,6037,Los Angeles,33.8229,-118.2931,22079,3762,polygon,False,False,America/Los_Angeles,2,90710 90502,1840028405
Port Hueneme,Port Hueneme,CA,California,6111,Ventura,34.1617,-119.2036,21926,1913,polygon,False,True,America/Los_Angeles,3,93041 93043 93044,1840020475
Lakeside,Lakeside,CA,California,6073,San Diego,32.856,-116.904,21917,1221,polygon,False,False,America/Los_Angeles,3,92021 92040,1840018025
Bloomington,Bloomington,CA,California,6071,San Bernardino,34.0601,-117.4013,21847,1389,polygon,False,False,America/Los_Angeles,3,92316,1840017799
Lennox,Lennox,CA,California,6037,Los Angeles,33.938,-118.3586,21818,7703,polygon,False,False,America/Los_Angeles,2,90304,1840017923
Rancho San Diego,Rancho San Diego,CA,California,6073,San Diego,32.7624,-116.9197,21799,967,polygon,False,False,America/Los_Angeles,3,92019,1840019347
Shafter,Shafter,CA,California,6029,Kern,35.4794,-119.2013,21734,203,polygon,False,True,America/Los_Angeles,3,93263 93314,1840021735
Ramona,Ramona,CA,California,6073,San Diego,33.0474,-116.8767,21323,214,polygon,False,False,America/Los_Angeles,3,92065,1840019346
Duarte,Duarte,CA,California,6037,Los Angeles,34.161,-117.9504,21271,1224,polygon,False,True,America/Los_Angeles,3,91010 91009,1840019246
Rosamond,Rosamond,CA,California,6029,Kern,34.8658,-118.2154,20851,154,polygon,False,False,America/Los_Angeles,3,93560,1840019140
Dixon,Dixon,CA,California,6095,Solano,38.4468,-121.8249,20803,1131,polygon,False,True,America/Los_Angeles,3,95620,1840018859
South El Monte,South El Monte,CA,California,6037,Los Angeles,34.0493,-118.0484,20574,2793,polygon,False,True,America/Los_Angeles,2,91733,1840021869
American Canyon,American Canyon,CA,California,6055,Napa,38.1796,-122.2583,20475,1298,polygon,False,True,America/Los_Angeles,3,94503,1840018834
Prunedale,Prunedale,CA,California,6053,Monterey,36.8064,-121.6555,20327,170,polygon,False,False,America/Los_Angeles,3,95076 95004 93907,1840019020
Lomita,Lomita,CA,California,6037,Los Angeles,33.7933,-118.3175,20320,4103,polygon,False,True,America/Los_Angeles,2,90717,1840020489
Linda,Linda,CA,California,6115,Yuba,39.1241,-121.5421,20228,909,polygon,False,False,America/Los_Angeles,3,95961 95901,1840018800
Agoura Hills,Agoura Hills,CA,California,6037,Los Angeles,34.151,-118.7608,20222,1000,polygon,False,True,America/Los_Angeles,3,91301 91376,1840019221
East Hemet,East Hemet,CA,California,6065,Riverside,33.7301,-116.941,20211,1500,polygon,False,False,America/Los_Angeles,3,92544,1840028370
Mead Valley,Mead Valley,CA,California,6065,Riverside,33.8333,-117.2852,20145,407,polygon,False,False,America/Los_Angeles,3,92570,1840028331
La Cañada Flintridge,La Canada Flintridge,CA,California,6037,Los Angeles,34.2097,-118.2002,20009,895,polygon,False,True,America/Los_Angeles,3,91011 91012,1840020510
South San Jose Hills,South San Jose Hills,CA,California,6037,Los Angeles,34.0123,-117.9041,19977,5115,polygon,False,False,America/Los_Angeles,2,91744 91792,1840019208
Orinda,Orinda,CA,California,6013,Contra Costa,37.8808,-122.1791,19926,598,polygon,False,True,America/Los_Angeles,3,94563,1840020280
Casa de Oro-Mount Helix,Casa de Oro-Mount Helix,CA,California,6073,San Diego,32.764,-116.9687,19804,1116,polygon,False,True,America/Los_Angeles,3,91977 91941 92020 91976,1840073904
Albany,Albany,CA,California,6001,Alameda,37.8898,-122.3018,19696,4250,polygon,False,True,America/Los_Angeles,2,94706,1840028140
La Crescenta-Montrose,La Crescenta-Montrose,CA,California,6037,Los Angeles,34.2322,-118.2353,19689,2217,polygon,False,True,America/Los_Angeles,2,91214 91020 91021 91224,1840074182
Blythe,Blythe,CA,California,6065,Riverside,33.622,-114.6188,19682,285,polygon,False,True,America/Los_Angeles,3,92225 92226,1840019299
Castaic,Castaic,CA,California,6037,Los Angeles,34.4818,-118.6317,19400,1031,polygon,False,False,America/Los_Angeles,3,91384 91310,1840022826
Hermosa Beach,Hermosa Beach,CA,California,6037,Los Angeles,33.8654,-118.3966,19320,5231,polygon,False,True,America/Los_Angeles,2,90254,1840020487
Pinole,Pinole,CA,California,6013,Contra Costa,37.9931,-122.2834,19250,1456,polygon,False,True,America/Los_Angeles,3,94564,1840020281
Stevenson Ranch,Stevenson Ranch,CA,California,6037,Los Angeles,34.3894,-118.5885,19179,1165,polygon,False,True,America/Los_Angeles,3,91381,1840076281
Cameron Park,Cameron Park,CA,California,6017,El Dorado,38.6737,-120.9872,19171,659,polygon,False,False,America/Los_Angeles,3,95672 95682,1840028322
Red Bluff,Red Bluff,CA,California,6103,Tehama,40.1735,-122.2413,19039,742,polygon,False,True,America/Los_Angeles,3,96080,1840020176
Rancho Mirage,Rancho Mirage,CA,California,6065,Riverside,33.7634,-116.4271,18528,282,polygon,False,True,America/Los_Angeles,3,92270,1840020558
Chowchilla,Chowchilla,CA,California,6039,Madera,37.1095,-120.2349,18310,637,polygon,False,True,America/Los_Angeles,3,93610,1840018919
Imperial,Imperial,CA,California,6025,Imperial,32.839,-115.5719,18120,1121,polygon,False,True,America/Los_Angeles,3,92251,1840019381
Mountain House,Mountain House,CA,California,6077,San Joaquin,37.774,-121.5452,17966,2172,polygon,False,False,America/Los_Angeles,2,95391,1840026768
Woodcrest,Woodcrest,CA,California,6065,Riverside,33.8789,-117.3686,17859,606,polygon,False,False,America/Los_Angeles,3,92508 92503 92504 92506,1840019296
Moraga,Moraga,CA,California,6013,Contra Costa,37.8439,-122.1225,17783,725,polygon,False,True,America/Los_Angeles,3,94556 94575,1840022538
Valle Vista,Valle Vista,CA,California,6065,Riverside,33.7436,-116.8872,17663,992,polygon,False,False,America/Los_Angeles,3,92544,1840019292
Greenfield,Greenfield,CA,California,6053,Monterey,36.3232,-121.2451,17646,3165,polygon,False,True,America/Los_Angeles,2,93927,1840020356
Santa Fe Springs,Santa Fe Springs,CA,California,6037,Los Angeles,33.933,-118.0625,17630,767,polygon,False,True,America/Los_Angeles,3,90670 90610 90671,1840021865
Nipomo,Nipomo,CA,California,6079,San Luis Obispo,35.0323,-120.4991,17601,457,polygon,False,False,America/Los_Angeles,3,93444,1840019122
Lakeport,Lakeport,CA,California,6033,Lake,39.0392,-122.9218,17466,632,polygon,False,True,America/Los_Angeles,3,95453,1840020220
McKinleyville,McKinleyville,CA,California,6023,Humboldt,40.9488,-124.0857,17208,318,polygon,False,False,America/Los_Angeles,3,95519,1840017485
Coalinga,Coalinga,CA,California,6019,Fresno,36.143,-120.3262,17179,1007,polygon,False,True,America/Los_Angeles,3,93210,1840018945
Crescent City,Crescent City,CA,California,6015,Del Norte,41.7727,-124.1902,16849,1334,polygon,False,True,America/Los_Angeles,3,95531 95532,1840018707
Live Oak,Live Oak,CA,California,6087,Santa Cruz,36.986,-121.9804,16837,2004,polygon,False,False,America/Los_Angeles,2,95065 95062,1840144061
Rosedale,Rosedale,CA,California,6029,Kern,35.3887,-119.2058,16820,221,polygon,False,False,America/Los_Angeles,3,93314,1840019141
Truckee,Truckee,CA,California,6057,Nevada,39.3455,-120.1848,16735,199,polygon,False,True,America/Los_Angeles,3,96161 96160,1840022462
Lindsay,Lindsay,CA,California,6107,Tulare,36.2082,-119.0897,16713,1902,polygon,False,True,America/Los_Angeles,3,93247,1840020367
El Segundo,El Segundo,CA,California,6037,Los Angeles,33.9169,-118.4021,16610,1173,polygon,False,True,America/Los_Angeles,3,90245,1840020481
Bostonia,Bostonia,CA,California,6073,San Diego,32.8189,-116.9479,16603,3329,polygon,False,False,America/Los_Angeles,2,92021,1840018018
Artesia,Artesia,CA,California,6037,Los Angeles,33.8676,-118.0806,16601,3954,polygon,False,True,America/Los_Angeles,2,90701 90702,1840019224
Solvang,Solvang,CA,California,6083,Santa Barbara,34.5936,-120.1401,16540,929,polygon,False,True,America/Los_Angeles,3,93463,1840021831
Los Osos,Los Osos,CA,California,6079,San Luis Obispo,35.3068,-120.8249,16533,500,polygon,False,False,America/Los_Angeles,3,93402 93412,1840017805
Ripon,Ripon,CA,California,6077,San Joaquin,37.7417,-121.131,16386,1188,polygon,False,True,America/Los_Angeles,3,95366,1840020264
Rio Linda,Rio Linda,CA,California,6067,Sacramento,38.6876,-121.4418,16359,638,polygon,False,False,America/Los_Angeles,3,95673,1840018843
Stanford,Stanford,CA,California,6085,Santa Clara,37.4252,-122.1674,16326,2296,polygon,False,False,America/Los_Angeles,2,94305 94309,1840028400
East San Gabriel,East San Gabriel,CA,California,6037,Los Angeles,34.1198,-118.0807,16256,4019,polygon,False,False,America/Los_Angeles,2,91775,1840028311
Vincent,Vincent,CA,California,6037,Los Angeles,34.0982,-117.9238,16225,4254,polygon,False,True,America/Los_Angeles,2,91722 91702,1840074687
Discovery Bay,Discovery Bay,CA,California,6013,Contra Costa,37.9071,-121.6076,16159,1652,polygon,False,False,America/Los_Angeles,3,94505,1840018897
Cherryland,Cherryland,CA,California,6001,Alameda,37.6792,-122.1038,16066,5176,polygon,False,False,America/Los_Angeles,2,94541,1840028361
Phelan,Phelan,CA,California,6071,San Bernardino,34.4398,-117.5248,15987,102,polygon,False,False,America/Los_Angeles,3,92371,1840025798
Clearlake,Clearlake,CA,California,6033,Lake,38.959,-122.633,15961,581,polygon,False,True,America/Los_Angeles,3,95422 95424,1840028139
Fillmore,Fillmore,CA,California,6111,Ventura,34.3989,-118.9181,15954,1821,polygon,False,True,America/Los_Angeles,3,93015 93016,1840020471
Walnut Park,Walnut Park,CA,California,6037,Los Angeles,33.9683,-118.222,15896,8207,polygon,False,False,America/Los_Angeles,2,90255,1840019218
King City,King City,CA,California,6053,Monterey,36.2166,-121.133,15887,1395,polygon,False,True,America/Los_Angeles,3,93930,1840020360
Laguna Woods,Laguna Woods,CA,California,6059,Orange,33.6098,-117.7299,15850,1829,polygon,False,True,America/Los_Angeles,3,92637 92654,1840020590
Parkway,Parkway,CA,California,6067,Sacramento,38.4993,-121.452,15818,2540,polygon,False,False,America/Los_Angeles,2,95823 94206,1840024628
East Rancho Dominguez,East Rancho Dominguez,CA,California,6037,Los Angeles,33.895,-118.1956,15792,7417,polygon,False,False,America/Los_Angeles,2,90221,1840028368
McFarland,McFarland,CA,California,6029,Kern,35.6781,-119.2414,15651,2243,polygon,False,True,America/Los_Angeles,2,93250,1840020419
Parlier,Parlier,CA,California,6019,Fresno,36.6087,-119.5434,15618,2503,polygon,False,True,America/Los_Angeles,2,93648,1840020323
La Palma,La Palma,CA,California,6059,Orange,33.8504,-118.0406,15428,3340,polygon,False,True,America/Los_Angeles,2,90623,1840020586
Avocado Heights,Avocado Heights,CA,California,6037,Los Angeles,34.0381,-118.0026,15426,2201,polygon,False,False,America/Los_Angeles,2,91746 90601,1840028318
Pacific Grove,Pacific Grove,CA,California,6053,Monterey,36.6192,-121.9255,15413,2081,polygon,False,True,America/Los_Angeles,2,93950,1840020359
Kerman,Kerman,CA,California,6019,Fresno,36.7249,-120.0625,15282,1805,polygon,False,True,America/Los_Angeles,3,93630,1840020324
Coto de Caza,Coto de Caza,CA,California,6059,Orange,33.5961,-117.5862,15056,753,polygon,False,False,America/Los_Angeles,3,92679,1840028363
Susanville,Susanville,CA,California,6035,Lassen,40.4205,-120.6129,15010,729,polygon,False,True,America/Los_Angeles,3,96130 96127,1840021348
Tehachapi,Tehachapi,CA,California,6029,Kern,35.1274,-118.4749,14928,494,polygon,False,True,America/Los_Angeles,3,93561 93581,1840021737
Alamo,Alamo,CA,California,6013,Contra Costa,37.8546,-122.013,14905,594,polygon,False,False,America/Los_Angeles,3,94507 94529,1840017609
Taft,Taft,CA,California,6029,Kern,35.1267,-119.4242,14898,234,polygon,False,True,America/Los_Angeles,3,93252 93268,1840021736
Livingston,Livingston,CA,California,6047,Merced,37.3875,-120.7248,14896,1565,polygon,False,True,America/Los_Angeles,3,95334,1840020311
Alpine,Alpine,CA,California,6073,San Diego,32.8439,-116.7585,14878,214,polygon,False,False,America/Los_Angeles,3,91901 91903,1840018014
Lamont,Lamont,CA,California,6029,Kern,35.2651,-118.9159,14799,1244,polygon,False,False,America/Los_Angeles,3,93307 93241,1840017825
Lemon Hill,Lemon Hill,CA,California,6067,Sacramento,38.5172,-121.4573,14733,3478,polygon,False,True,America/Los_Angeles,2,95824,1840075922
North Fair Oaks,North Fair Oaks,CA,California,6081,San Mateo,37.4754,-122.2035,14372,4631,polygon,False,False,America/Los_Angeles,2,94025 94063,1840028325
North Auburn,North Auburn,CA,California,6061,Placer,38.9306,-121.0821,14269,707,polygon,False,False,America/Los_Angeles,3,95603 95602,1840028390
Mill Valley,Mill Valley,CA,California,6041,Marin,37.9085,-122.5421,14259,1155,polygon,False,True,America/Los_Angeles,3,94941 94942,1840020259
Salida,Salida,CA,California,6099,Stanislaus,37.7145,-121.087,14229,1038,polygon,False,False,America/Los_Angeles,3,95368 95358 95356,1840018908
California City,California City,CA,California,6029,Kern,35.1578,-117.8721,14198,26,polygon,False,True,America/Los_Angeles,3,93505 93504,1840019149
Hawaiian Gardens,Hawaiian Gardens,CA,California,6037,Los Angeles,33.8303,-118.0728,14159,5766,polygon,False,True,America/Los_Angeles,2,90716,1840020485
El Sobrante,El Sobrante,CA,California,6065,Riverside,33.8724,-117.4625,13881,741,polygon,False,True,America/Los_Angeles,3,92503,1840075804
Oak Park,Oak Park,CA,California,6111,Ventura,34.1849,-118.7669,13853,1010,polygon,False,False,America/Los_Angeles,3,91377,1840019198
Sun Village,Sun Village,CA,California,6037,Los Angeles,34.5596,-117.9559,13819,493,polygon,False,True,America/Los_Angeles,3,93591 93543,1840076298
Avenal,Avenal,CA,California,6031,Kings,36.0311,-120.1162,13496,267,polygon,False,True,America/Los_Angeles,3,93204 93239,1840019054
Olivehurst,Olivehurst,CA,California,6115,Yuba,39.0817,-121.5549,13464,696,polygon,False,False,America/Los_Angeles,3,95961,1840018801
Big Bear City,Big Bear City,CA,California,6071,San Bernardino,34.2536,-116.7903,13463,162,polygon,False,False,America/Los_Angeles,3,92314 92386,1840017797
Grover Beach,Grover Beach,CA,California,6079,San Luis Obispo,35.1204,-120.6199,13459,2247,polygon,False,True,America/Los_Angeles,2,93433 93483,1840020414
Fortuna,Fortuna,CA,California,6023,Humboldt,40.5862,-124.1419,13449,901,polygon,False,True,America/Los_Angeles,3,95540,1840009553
Carpinteria,Carpinteria,CA,California,6083,Santa Barbara,34.3962,-119.5118,13385,1996,polygon,False,True,America/Los_Angeles,3,93013 93014,1840019187
Solana Beach,Solana Beach,CA,California,6073,San Diego,32.9942,-117.2575,13296,1505,polygon,False,True,America/Los_Angeles,3,92075 92014,1840021993
Palos Verdes Estates,Palos Verdes Estates,CA,California,6037,Los Angeles,33.7871,-118.3976,13273,1073,polygon,False,True,America/Los_Angeles,3,90274,1840020503
San Marino,San Marino,CA,California,6037,Los Angeles,34.1224,-118.1132,13048,1337,polygon,False,True,America/Los_Angeles,3,91108 91118 91199,1840021863
Lakeland Village,Lakeland Village,CA,California,6065,Riverside,33.648,-117.3706,13002,571,polygon,False,False,America/Los_Angeles,3,92530,1840017989
Bonita,Bonita,CA,California,6073,San Diego,32.6652,-117.0295,12706,978,polygon,False,False,America/Los_Angeles,3,91902,1840018015
Commerce,Commerce,CA,California,6037,Los Angeles,33.9963,-118.1519,12661,747,polygon,False,True,America/Los_Angeles,3,90040 90022 90023 90091,1840019239
Grand Terrace,Grand Terrace,CA,California,6071,San Bernardino,34.0312,-117.3132,12584,1385,polygon,False,True,America/Los_Angeles,3,92313,1840020403
Muscoy,Muscoy,CA,California,6071,San Bernardino,34.155,-117.3477,12562,1606,polygon,False,False,America/Los_Angeles,3,92407,1840028097
San Anselmo,San Anselmo,CA,California,6041,Marin,37.9821,-122.5699,12476,1799,polygon,False,True,America/Los_Angeles,3,94960 94978 94979,1840022520
Marysville,Marysville,CA,California,6115,Yuba,39.1518,-121.5835,12476,1390,polygon,False,True,America/Los_Angeles,3,95901,1840020219
Delhi,Delhi,CA,California,6047,Merced,37.4306,-120.7759,12301,1352,polygon,False,False,America/Los_Angeles,3,95315,1840018930
Clayton,Clayton,CA,California,6013,Contra Costa,37.9403,-121.9301,12265,1233,polygon,False,True,America/Los_Angeles,3,94517,1840018901
Larkspur,Larkspur,CA,California,6041,Marin,37.9393,-122.5313,12254,1564,polygon,False,True,America/Los_Angeles,3,94939 94904 94977,1840020261
Home Gardens,Home Gardens,CA,California,6065,Riverside,33.8784,-117.5116,12153,3104,polygon,False,False,America/Los_Angeles,2,92503 92879,1840017987
Kingsburg,Kingsburg,CA,California,6019,Fresno,36.5245,-119.5602,12108,1261,polygon,False,True,America/Los_Angeles,3,93631,1840020325
Emeryville,Emeryville,CA,California,6001,Alameda,37.8382,-122.2932,12086,3675,polygon,False,True,America/Los_Angeles,2,94608 94662,1840020291
Camp Pendleton South,Camp Pendleton South,CA,California,6073,San Diego,33.2284,-117.3791,11936,1176,polygon,True,True,America/Los_Angeles,3,92058,1840073902
Healdsburg,Healdsburg,CA,California,6097,Sonoma,38.6229,-122.8651,11845,1024,polygon,False,True,America/Los_Angeles,3,95448,1840020242
Malibu,Malibu,CA,California,6037,Los Angeles,34.0368,-118.7845,11820,229,polygon,False,True,America/Los_Angeles,3,90265,1840028310
Newman,Newman,CA,California,6099,Stanislaus,37.3157,-121.0211,11784,2206,polygon,False,True,America/Los_Angeles,2,95360,1840020288
Scotts Valley,Scotts Valley,CA,California,6087,Santa Cruz,37.0555,-122.0118,11757,982,polygon,False,True,America/Los_Angeles,3,95066,1840021580
View Park-Windsor Hills,View Park-Windsor Hills,CA,California,6037,Los Angeles,33.9955,-118.3484,11756,2465,polygon,False,True,America/Los_Angeles,2,90008 90043 90056,1840074686
Lake Los Angeles,Lake Los Angeles,CA,California,6037,Los Angeles,34.6097,-117.8339,11751,465,polygon,False,False,America/Los_Angeles,3,93535 93591,1840017922
Diamond Springs,Diamond Springs,CA,California,6017,El Dorado,38.692,-120.8391,11731,272,polygon,False,False,America/Los_Angeles,3,95667 95623 95619,1840018829
Mendota,Mendota,CA,California,6019,Fresno,36.7555,-120.3776,11716,1312,polygon,False,True,America/Los_Angeles,3,93640,1840020321
Tamalpais-Homestead Valley,Tamalpais-Homestead Valley,CA,California,6041,Marin,37.8793,-122.5382,11689,963,polygon,False,True,America/Los_Angeles,3,94941,1840074828
Alum Rock,Alum Rock,CA,California,6085,Santa Clara,37.3695,-121.8241,11551,5295,polygon,False,False,America/Los_Angeles,2,95127,1840017638
Magalia,Magalia,CA,California,6007,Butte,39.8228,-121.6078,11476,316,polygon,False,False,America/Los_Angeles,3,95954,1840017530
Signal Hill,Signal Hill,CA,California,6037,Los Angeles,33.8029,-118.1681,11421,2012,polygon,False,True,America/Los_Angeles,2,90755,1840021868
Los Alamitos,Los Alamitos,CA,California,6059,Orange,33.7972,-118.0594,11399,1093,polygon,False,True,America/Los_Angeles,3,90720 90721,1840020579
